"id","name","series","type","race","cost","star","maxLv","maxExp","minHp","maxHp","minAtk","maxAtk","hpGrow","atkGrow","blendValue","saleValue","leaderSkillName","leaderSkillEffect","activeSkillName","activeSkillEffect","activeSkillFactor","normalSkillName","normalSkillEffect","normalSkillFactor"," normalSkillColors","normalSkillName2","normalSkillEffect2","normalSkillFactor2"," normalSkillColors2","passiveSkillName","passiveSkillEffect","getPath1","getPath2","getPath3","evolveParts","evoFriendType","evoFriendRace,"evoFriendLv"
"099","冰锋 — Ice Edge","刑者","水","魔物","6","2","25","55650","61","647","73","421","平均","平均","225","80","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","冰锋 — Ice Edge","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","","","","","","","有","无","","63 51","Lv.1或以上","不限","任何"
"100","冰印之剑 — Icebrand","刑者","水","魔物","9","3","70","779937","512","1220","382","933","平均","平均","480","120","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","冰印之剑 — Icebrand","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","","","反击：水 — Counter: Aqua","以18%的机会率，对伤害来源造成相当于10%伤害的水属性反击","无","无","进化","176 63 51","Lv.1或以上","不限","任何"
"101","风锋 — Wind Edge","刑者","风","魔物","6","2","25","55650","65","704","71","408","平均","平均","225","80","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","风锋 — Wind Edge","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","","","","","","","有","无","","65 53","Lv.1或以上","不限","任何"
"102","风之长矛 — Wind Spear","刑者","风","魔物","9","3","70","779937","569","1277","361","907","平均","平均","480","120","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","风之长矛 — Wind Spear","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","","","反击：风 — Counter: Wind","以18%的机会率，对伤害来源造成相当于10%伤害的风属性反击","无","无","进化","177 65 53","Lv.1或以上","不限","任何"
"103","光锋 — Light Edge","刑者","光","魔物","6","2","25","55650","59","681","63","389","平均","平均","225","80","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","光锋 — Light Edge","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","","","","","","","有","无","","67 55","Lv.1或以上","不限","任何"
"104","光之利刃 — Light Blade","刑者","光","魔物","9","3","70","779937","550","1243","346","891","平均","平均","480","120","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","光之利刃 — Light Blade","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","","","反击：光 — Counter: Light","以18%的机会率，对伤害来源造成相当于10%伤害的光属性反击","无","无","进化","178 67 55","Lv.1或以上","不限","任何"
"105","闇锋 — Dark Edge","刑者","闇","魔物","6","2","25","55650","60","698","70","410","平均","平均","225","80","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","闇锋 — Dark Edge","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","","","","","","","有","无","","69 57","Lv.1或以上","不限","任何"
"106","闇之镰刀 — Dark Scythe","刑者","闇","魔物","9","3","70","779937","555","1312","374","917","平均","平均","480","120","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","闇之镰刀 — Dark Scythe","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","","","反击：闇 — Counter: Dark","以18%的机会率，对伤害来源造成相当于10%伤害的闇属性反击","无","无","进化","179 69 57","Lv.1或以上","不限","任何"
"107","零锋 — Zero Edge","刑者","无","魔物","6","2","25","55650","62","678","69","402","平均","平均","225","80","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","零锋 — Zero Edge","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","","","","","","","有","无","","71 59","Lv.1或以上","不限","任何"
"108","无武士刀 — Avidyā Katana","刑者","无","魔物","9","3","70","779937","543","1279","365","910","平均","平均","480","120","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","无武士刀 — Avidyā Katana","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","","","反击：无 — Counter: None","以18%的机会率，对伤害来源造成相当于10%伤害的无属性反击","无","无","进化","180 71 59","Lv.1或以上","不限","任何"
"109","小德娜 — Tiny Echidna","乙女","火","妖精","5","3","25","37100","23","271","41","253","早熟","早熟","150","115","妖精提升：生命 — Spiri-Rise: Life","所有妖精种族Unit的HP提升至1.5倍","小小天上之火 — Tiny Celes Fire","对全体敌人造成1000点火属性攻击","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火回复 — Fire Heal","回复10%的HP","","心 火","","","无","有","","157 49","Lv.1或以上","不限","任何"
"110","厄客德娜 — Echidna","乙女","火","妖精","8","4","70","519958","213","841","224","558","早熟","早熟","450","150","妖精提升：生命Ⅱ — Spiri-Rise: LifeII","所有妖精种族Unit的HP提升至2.0倍","天上之火 — Celes Fire","对全体敌人造成3000点火属性攻击","","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","火回复Ⅱ — Fire HealII","回复20%的HP","","心 心 火","","","无","有","进化","157 50","Lv.10或以上","不限","火"
"111","小人鱼 — Tiny Mermaid","乙女","水","妖精","5","3","25","37100","30","315","42","203","早熟","早熟","150","115","战斗回复 — Battle Heal","战斗时，每回合回复5% HP","小小治疗之水 — Tiny Cure Aqua","回复1000点HP","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水回复 — Aqua Heal","回复10%的HP","","心 水","","","无","有","","158 51","Lv.1或以上","不限","任何"
"112","美人鱼 — Mermaid","乙女","水","妖精","8","4","70","519958","255","871","181","537","早熟","早熟","450","150","战斗回复 — Battle Heal","战斗时，每回合回复5% HP","治疗之水 — Cure Aqua","回复2000点HP","","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","水回复Ⅱ — Aqua HealII","回复20%的HP","","心 心 水","","","无","有","进化","158 52","Lv.10或以上","不限","水"
"113","小娜温 — Tiny Alraune","乙女","风","妖精","5","3","25","37100","25","282","37","229","早熟","早熟","150","115","移动回复 — Move Heal","每移动一步回复5% HP","小小治疗之风 — Tiny Cure Wind","回复1000点HP","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风回复 — Wind Heal","回复10%的HP","","心 风","","","无","有","","159 53","Lv.1或以上","不限","任何"
"114","爱娜温 — Alraune","乙女","风","妖精","8","4","70","519958","221","808","206","544","早熟","早熟","450","150","移动回复 — Move Heal","每移动一步回复5% HP","治疗之风 — Cure Wind","回复2000点HP","","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","风回复Ⅱ — Wind HealII","回复20%的HP","","心 心 风","","","无","有","进化","159 54","Lv.10或以上","不限","风"
"115","小基丽 — Tiny Valkyrie","乙女","光","妖精","5","3","25","37100","29","279","31","176","早熟","早熟","150","115","战斗回复 — Battle Heal","战斗时，每回合回复5% HP","小小天上之光 — Tiny Celes Light","对全体敌人造成1000点光属性攻击","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光回复 — Light Heal","回复10%的HP","","心 光","","","无","有","","160 55","Lv.1或以上","不限","任何"
"116","瓦尔基丽 — Valkyrie","乙女","光","妖精","8","4","70","519958","229","827","162","515","早熟","早熟","450","150","战斗回复 — Battle Heal","战斗时，每回合回复5% HP","天上之光 — Celes Light","对全体敌人造成3000点光属性攻击","","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","光回复Ⅱ — Light HealII","回复20%的HP","","心 心 光","","","无","有","进化","160 56","Lv.10或以上","不限","光"
"117","小魅魔 — Tiny Succubus","乙女","闇","妖精","5","3","25","37100","30","291","47","265","早熟","早熟","150","115","妖精提升：生命 — Spiri-Rise: Life","所有妖精种族Unit的HP提升至1.5倍","小小吸血之心 — Tiny Drain Heart","对单体敌人造成0.5倍ATK的无属性攻击，并回复相应的HP","0.5","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇回复 — Dark Heal","回复10%的HP","","心 闇","","","无","有","","161 57","Lv.1或以上","不限","任何"
"118","魅魔 — Succubus","乙女","闇","妖精","8","4","70","519958","237","848","245","532","早熟","早熟","450","150","妖精提升：生命Ⅱ — Spiri-Rise: LifeII","所有妖精种族Unit的HP提升至2.0倍","吸血之心 — Drain Heart","对单体敌人造成1倍ATK的无属性攻击，并回复相应的HP","1","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","闇回复Ⅱ — Dark HealII","回复20%的HP","","心 心 闇","","","无","有","进化","161 58","Lv.10或以上","不限","闇"
"119","小幽灵 — Tiny Ghost","乙女","无","妖精","5","3","25","37100","27","286","36","230","早熟","早熟","150","115","妖精提升：生命 — Spiri-Rise: Life","所有妖精种族Unit的HP提升至1.5倍","小小的幽灵之手 — Tiny Ghost Hand","使全体敌人行动推迟2回合","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无回复 — None Heal","回复10%的HP","","心 无","","","无","有","","162 59","Lv.1或以上","不限","任何"
"120","幽灵 — Ghost","乙女","无","妖精","8","4","70","519958","234","836","206","544","早熟","早熟","450","150","妖精提升：生命Ⅱ — Spiri-Rise: LifeII","所有妖精种族Unit的HP提升至2.0倍","幽灵之手 — Ghost Hand","使全体敌人行动推迟3回合","","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","无回复Ⅱ — None HealII","回复20%的HP","","心 心 无","","","无","有","进化","162 60","Lv.10或以上","不限","无"
"121","小狐 — Little Fox","转色兽","火","兽","3","3","15","9643","49","340","55","185","早熟","早熟","125","120","","","水转换‧火 — Aqualess: Fire","将手牌所有的水方块变成火方块（","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","","","","","陷阱回避：环境Ⅱ — Trap Cancel: SceneII","回避Lv2或以下的环境变化系陷阱","无","无","","163 50","Lv.1或以上","不限","任何"
"122","九尾狐 — Nine-Tailed Fox","转色兽","火","兽","6","4","50","220972","269","841","165","453","早熟","早熟","335","150","防御：火 — Guard: Fire","减低来自火属性的伤害25%","水转换‧火 — Aqualess: Fire","将手牌所有的水方块变成火方块（","","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","","","陷阱回避：环境Ⅲ — Trap Cancel: SceneIII","回避Lv3或以下的环境变化系陷阱","无","有","进化","","不限","不限","0"
"123","小狼 — Little Wolf","转色兽","水","兽","3","3","15","9643","51","364","46","166","早熟","早熟","125","120","","","风转换‧水 — Windless: Aqua","将手牌所有的风方块变成水方块（","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","","","","","陷阱回避：伤害Ⅱ — Trap Cancel: DamageII","回避Lv2或以下的伤害系陷阱","无","无","","164 52","Lv.1或以上","不限","任何"
"124","哈提 — Hati","转色兽","水","兽","6","4","50","220972","294","890","155","405","早熟","早熟","335","150","防御：水 — Guard: Aqua","减低来自水属性的伤害25%","风转换‧水 — Windless: Aqua","将手牌所有的风方块变成水方块（","","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","","","陷阱回避：伤害Ⅲ — Trap Cancel: DamageIII","回避Lv3或以下的伤害系陷阱","无","有","进化","","不限","不限","0"
"125","小猪 — Little Pig","转色兽","风","兽","3","3","15","9643","56","351","57","180","早熟","早熟","125","120","","","火转换‧风 — Fireless: Wind","将手牌所有的火方块变成风方块（","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","","","","","陷阱回避：移动Ⅱ — Trap Cancel: MoveII","回避Lv2或以下的移动系陷阱","无","无","","165 54","Lv.1或以上","不限","任何"
"126","比蒙 — Behemoth","转色兽","风","兽","6","4","50","220972","284","871","160","416","早熟","早熟","335","150","防御：风 — Guard: Wind","减低来自风属性的伤害25%","火转换‧风 — Fireless: Wind","将手牌所有的火方块变成风方块（","","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","","","陷阱回避：移动Ⅲ — Trap Cancel: MoveIII","回避Lv3或以下的移动系陷阱","无","有","进化","","不限","不限","0"
"127","小犬 — Little Dog","转色兽","光","兽","3","3","15","9643","52","354","47","172","早熟","早熟","125","120","","","闇转换‧光 — Darkless: Light","将手牌所有的闇方块变成光方块（","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","","","","","陷阱回避：状态Ⅱ — Trap Cancel: StateII","回避Lv2或以下的状态异常系陷阱","无","无","","166 56","Lv.1或以上","不限","任何"
"128","可鲁贝洛斯 — Cerberus","转色兽","光","兽","6","4","50","220972","282","821","154","416","早熟","早熟","335","150","防御：光 — Guard: Light","减低来自光属性的伤害25%","闇转换‧光 — Darkless: Light","将手牌所有的闇方块变成光方块（","","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","","","陷阱回避：状态Ⅲ — Trap Cancel: StateIII","回避Lv3或以下的状态异常系陷阱","无","有","进化","","不限","不限","0"
"129","小鸦 — Little Crow","转色兽","闇","兽","3","3","15","9643","48","345","49","175","早熟","早熟","125","120","","","光转换‧闇 — Lightless: Dark","将手牌所有的光方块变成闇方块（","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","","","","","陷阱回避：环境Ⅱ — Trap Cancel: SceneII","回避Lv2或以下的环境变化系陷阱","无","无","","167 58","Lv.1或以上","不限","任何"
"130","八咫乌 — Yatagarasu","转色兽","闇","兽","6","4","50","220972","280","879","157","428","早熟","早熟","335","150","防御：闇 — Guard: Dark","减低来自闇属性的伤害25%","光转换‧闇 — Lightless: Dark","将手牌所有的光方块变成闇方块（","","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","","","陷阱回避：环境Ⅲ — Trap Cancel: SceneIII","回避Lv3或以下的环境变化系陷阱","无","有","进化","","不限","不限","0"
"131","小蛇","转色兽","无","兽","3","3","15","9643","49","352","51","177","早熟","早熟","125","120","","","毒牙 — Poison Fang","使全体敌人在3回合内中毒（1倍ATK）","1","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","","","","","陷阱回避：伤害Ⅱ — Trap Cancel: DamageII","回避Lv2或以下的伤害系陷阱","无","无","","168 60","Lv.1或以上","不限","任何"
"132","巴西利斯克 — Basilisk","转色兽","无","兽","6","4","50","220972","281","859","159","421","早熟","早熟","335","150","防御：无 — Guard: None","减低来自无属性的伤害25%","毒牙 — Poison Fang","使全体敌人在3回合内中毒（1倍ATK）","1","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","","","陷阱回避：伤害Ⅲ — Trap Cancel: DamageIII","回避Lv3或以下的伤害系陷阱","无","有","进化","","不限","不限","0"
"133","火蝾螈 — Salamander","机械龙","火","机械","12","5","35","132934","119","1001","110","478","晚成","晚成","275","230","连锁攻击：火 — Chain: Fire","每回合额外对敌人造成1.5倍ATK的火属性追击<span class="chara-atk-dep" data-atk-factor="1.5"></span>","伏尔坎 — Vulcan","对全体敌人造成5倍ATK的火属性攻击","5","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","火之冲刺 — Fire Rush","对全体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火 火 火","","","无","有","","181 169 62","Lv.35或以上","机械","火"
"134","火蝾螈：爆发 — Salamander: Burst","机械龙","火","机械","18","6","99","5000000","800","2329","428","1564","晚成","晚成","630","420","连锁攻击：火Ⅱ — Chain: FireII","每回合额外对敌人造成2.0倍ATK的火属性追击<span class="chara-atk-dep" data-atk-factor="2.0"></span>","伏尔坎：爆发 — Vulcan: Burst","对全体敌人造成10倍ATK的火属性攻击","10","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","火之波动 — Fire Wave","对全体敌人造成1.8倍ATK的火属性攻击","1.8","火 火 火 火 火","","","无","无","进化","","不限","不限","0"
"135","利维坦 — Leviathan","机械龙","水","机械","12","5","35","132934","126","1082","108","471","晚成","晚成","275","230","连锁攻击：水 — Chain: Aqua","每回合额外对敌人造成1.5倍ATK的水属性追击<span class="chara-atk-dep" data-atk-factor="1.5"></span>","梅尔维尔 — Melvillei","对全体敌人造成5倍ATK的水属性攻击","5","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","水之冲刺 — Aqua Rush","对全体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水 水 水","","","无","有","","182 170 64","Lv.35或以上","机械","水"
"136","利维坦：爆发 — Leviathan: Burst","机械龙","水","机械","18","6","99","5000000","863","2417","417","1562","晚成","晚成","630","420","连锁攻击：水Ⅱ — Chain: AquaII","每回合额外对敌人造成2.0倍ATK的水属性追击<span class="chara-atk-dep" data-atk-factor="2.0"></span>","梅尔维尔：爆发 — Melvillei: Burst","对全体敌人造成10倍ATK的水属性攻击","10","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","水之波动 — Aqua Wave","对全体敌人造成1.8倍ATK的水属性攻击","1.8","水 水 水 水 水","","","无","无","进化","","不限","不限","0"
"137","耶梦加得 — Jörmungandr","机械龙","风","机械","12","5","35","132934","116","977","120","509","晚成","晚成","275","230","连锁攻击：风 — Chain: Wind","每回合额外对敌人造成1.5倍ATK的风属性追击<span class="chara-atk-dep" data-atk-factor="1.5"></span>","米德加尔特 — Midgard","对全体敌人造成5倍ATK的风属性攻击","5","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","风之冲刺 — Wind Rush","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风 风 风","","","无","有","","183 171 66","Lv.35或以上","机械","风"
"138","耶梦加得：爆发 — Jörmungandr: Burst","机械龙","风","机械","18","6","99","5000000","784","2365","458","1571","晚成","晚成","630","420","连锁攻击：风Ⅱ — Chain: WindII","每回合额外对敌人造成2.0倍ATK的风属性追击<span class="chara-atk-dep" data-atk-factor="2.0"></span>","米德加尔特：爆发 — Midgard: Burst","对全体敌人造成10倍ATK的风属性攻击","10","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","风之波动 — Wind Wave","对全体敌人造成1.8倍ATK的风属性攻击","1.8","风 风 风 风 风","","","无","无","进化","","不限","不限","0"
"139","法夫纳 — Fafnir","机械龙","光","机械","12","5","35","132934","111","950","114","476","晚成","晚成","275","230","连锁攻击：光 — Chain: Light","每回合额外对敌人造成1.5倍ATK的光属性追击<span class="chara-atk-dep" data-atk-factor="1.5"></span>","巴尔蒙克 — Balmung","对全体敌人造成5倍ATK的光属性攻击","5","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","光之冲刺 — Light Rush","对全体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光 光 光","","","无","有","","184 172 68","Lv.35或以上","机械","光"
"140","法夫纳：爆发 — Fafnir: Burst","机械龙","光","机械","18","6","99","5000000","758","2285","431","1523","晚成","晚成","630","420","连锁攻击：光Ⅱ — Chain: LightII","每回合额外对敌人造成2.0倍ATK的光属性追击<span class="chara-atk-dep" data-atk-factor="2.0"></span>","巴尔蒙克：爆发 — Balmung: Burst","对全体敌人造成10倍ATK的光属性攻击","10","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","光之波动 — Light Wave","对全体敌人造成1.8倍ATK的光属性攻击","1.8","光 光 光 光 光","","","无","无","进化","","不限","不限","0"
"141","尼德霍格 — Níðhöggr","机械龙","闇","机械","12","5","35","132934","117","1022","124","511","晚成","晚成","275","230","连锁攻击：闇 — Chain: Dark","每回合额外对敌人造成1.5倍ATK的闇属性追击<span class="chara-atk-dep" data-atk-factor="1.5"></span>","拉塔托斯克 — Ratatoskr","对全体敌人造成5倍ATK的闇属性攻击","5","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","闇之冲刺 — Dark Rush","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇 闇 闇","","","无","有","","185 173 70","Lv.35或以上","机械","闇"
"142","尼德霍格：爆发 — Níðhöggr: Burst","机械龙","闇","机械","18","6","99","5000000","813","2320","460","1562","晚成","晚成","630","420","连锁攻击：闇Ⅱ — Chain: DarkII","每回合额外对敌人造成2.0倍ATK的闇属性追击<span class="chara-atk-dep" data-atk-factor="2.0"></span>","拉塔托斯克：爆发 — Ratatoskr: Burst","对全体敌人造成10倍ATK的闇属性攻击","10","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","闇之波动 — Dark Wave","对全体敌人造成1.8倍ATK的闇属性攻击","1.8","闇 闇 闇 闇 闇","","","无","无","进化","","不限","不限","0"
"143","咬尾蛇 — Ouroboros","机械龙","无","机械","12","5","35","132934","123","1006","118","491","晚成","晚成","275","230","连锁攻击：无 — Chain: None","每回合额外对敌人造成1.5倍ATK的无属性追击<span class="chara-atk-dep" data-atk-factor="1.5"></span>","虚空 — Vanity","对全体敌人造成5倍ATK的无属性攻击","5","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","无之冲刺 — None Rush","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无 无 无","","","无","有","","186 174 72","Lv.35或以上","机械","无"
"144","咬尾蛇：爆发 — Ouroboros: Burst","机械龙","无","机械","18","6","99","5000000","811","2643","439","1483","晚成","晚成","630","420","连锁攻击：无Ⅱ — Chain: NoneII","每回合额外对敌人造成2.0倍ATK的无属性追击<span class="chara-atk-dep" data-atk-factor="2.0"></span>","虚空：爆发 — Vanity: Burst","对全体敌人造成10倍ATK的无属性攻击","10","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","无之波动 — None Wave","对全体敌人造成1.8倍ATK的无属性攻击","1.8","无 无 无 无 无","","","无","无","进化","","不限","不限","0"
"145","伊夫利特 — Ifrit","妖精王","火","妖精","15","5","50","883884","328","1579","254","902","晚成","晚成","500","250","火属性提升：全部 — Fire Rise: Shift","所有火属性Unit的HP和ATK提升至1.5倍","天之闪燃 — Celes Flare","对单体敌人造成15倍ATK的火属性攻击","15","火：起源 — Fire: Origin","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","全火：起源 — Full Fire: Origin","对全体敌人造成1.0倍ATK的火属性攻击","1.0","火 火 火 火 火","","","无","有","","175 62 50","Lv.35或以上","魔物","火"
"146","炎精王伊夫利特 — Ifrit, the Fire Fairy Queen","妖精王","火","妖精","20","6","99","5000000","1267","2871","812","1460","晚成","晚成","975","430","火属性提升：全部Ⅱ — Fire Rise: ShiftII","所有火属性Unit的HP和ATK提升至2.0倍","天之熔岩 — Celes Lava","对单体敌人造成25倍ATK的火属性攻击","25","フィアラア：オリジン","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火","フルフィアラア：オリジン","对全体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火 火 火","","","无","无","进化","","不限","不限","0"
"147","温蒂妮 — Undine","妖精王","水","妖精","15","5","50","883884","331","1601","246","902","晚成","晚成","500","250","水属性提升：全部 — Aqua Rise: Shift","所有水属性Unit的HP和ATK提升至1.5倍","天之寒冷 — Celes Cold","回复30%的HP","","水：起源 — Aqua: Origin","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水回复：起源 — Aqua Heal: Origin","回复15%的HP","","心 水","","","无","有","","176 64 52","Lv.35或以上","魔物","水"
"148","水精王温蒂妮 — Undine, the Aqua Fairy Queen","妖精王","水","妖精","20","6","99","5000000","1283","2909","811","1499","晚成","晚成","975","430","水属性提升：全部Ⅱ — Aqua Rise: ShiftII","所有水属性Unit的HP和ATK提升至2.0倍","天之冻结 — Celes Freeze","回复60%的HP","","アクアラア：オリジン","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水","水回复：起源Ⅱ — Aqua Heal: OriginII","回复25%的HP","","心 心 水","","","无","无","进化","","不限","不限","0"
"149","西尔芙 — Sylph","妖精王","风","妖精","15","5","50","883884","312","1395","223","753","晚成","晚成","500","250","风属性提升：全部 — Wind Rise: Shift","所有风属性Unit的HP和ATK提升至1.5倍","天之微风 — Celes Breeze","对全体敌人造成5倍ATK的风属性攻击","5","风：起源 — Wind: Origin","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","ウィンドネス：オリジン","对单体敌人造成3.0倍ATK的风属性攻击","3.0","风 风 风 风 风","","","无","有","","183 66 54","Lv.35或以上","龙","风"
"150","风精王西尔芙 — Sylph, the Wind Fairy Queen","妖精王","风","妖精","20","6","99","5000000","1117","2182","679","1068","晚成","晚成","975","430","风属性提升：全部Ⅱ — Wind Rise: ShiftII","所有风属性Unit的HP和ATK提升至2.0倍","天之疾风 — Celes Blast","对全体敌人造成10倍ATK的风属性攻击","10","ウィンダラア：オリジン","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风","ウィンダリオン：オリジン","对单体敌人造成4.5倍ATK的风属性攻击","4.5","风 风 风 风","","","无","无","进化","","不限","不限","0"
"151","鬼火 — Will-o'-the-wisp","妖精王","光","妖精","15","5","50","883884","311","1321","231","773","晚成","晚成","500","250","光属性提升：全部 — Light Rise: Shift","所有光属性Unit的HP和ATK提升至1.5倍","天之光子 — Celes Photon","回复30%的HP","","光：起源 — Light: Origin","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光回复：起源Ⅱ — Light Heal: OriginII","回复25%的HP","","心 心 光","","","无","有","","184 68 56","Lv.35或以上","龙","光"
"152","光精王鬼火 — Will-o'-the-wisp, the Light Fairy Queen","妖精王","光","妖精","20","6","99","5000000","1056","3085","694","1187","晚成","晚成","975","430","光属性提升：全部Ⅱ — Light Rise: ShiftII","所有光属性Unit的HP和ATK提升至2.0倍","天之闪烁 — Celes Luminous","回复60%的HP","","ライトラア：オリジン","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","光回复：起源Ⅲ — Light Heal: OriginIII","回复35%的HP","","心 心 光","","","无","无","进化","","不限","不限","0"
"153","阴影 — Shadow","妖精王","闇","妖精","15","5","50","883884","324","1432","289","869","晚成","晚成","500","250","闇属性提升：全部 — Dark Rise: Shift","所有闇属性Unit的HP和ATK提升至1.5倍","天之邪恶 — Celes Evil","对单体敌人造成3倍ATK的闇属性攻击，并回复相应的HP","3","闇：起源 — Dark: Origin","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","全闇：起源 — Full Dark: Origin","对全体敌人造成1倍ATK的闇属性攻击","1","闇 闇 闇 闇 闇","","","无","有","","161 70 58","Lv.35或以上","妖精","闇"
"154","闇精王阴影 — Shadow, the Dark Fairy Queen","妖精王","闇","妖精","20","6","99","5000000","1149","2676","782","1599","晚成","晚成","975","430","闇属性提升：全部Ⅱ — Dark Rise: ShiftII","所有闇属性Unit的HP和ATK提升至2.0倍","天之恶魔 — Celes Demon","对单体敌人造成5倍ATK的闇属性攻击，并回复相应的HP","5","ダークラア：オリジン","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","フルダークラア：オリジン","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇 闇","","","无","无","进化","","不限","不限","0"
